text,type,label,tag_a,tag_b
线下活动的场地是否无障碍设施？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
线下活动的具体流程是怎样的？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
线下活动的参与人数有限制吗？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
线下活动是否需要提前准备什么材料？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
线下活动的天气预案是什么？如果下雨怎么办？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
线下活动的安全措施如何？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
线下活动是否提供纪念品？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
线下活动的场地是否有WiFi覆盖？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
线下活动是否有休息区域？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
线下活动的场地开放时间是什么？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
线下活动是否允许家长陪同？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
线下活动的场地是否有医疗点？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
线下活动的饮食有什么特殊安排吗？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
线下活动的座位是如何安排的？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
线下活动是否有签到环节？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
线下活动的场地是否有储物设施？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
线下活动是否有摄影或录像安排？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
线下活动的场地周边有什么酒店推荐？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
线下活动的场地是否有充电设施？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
线下活动是否有语言翻译服务？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
线下活动的场地是否有饮水设施？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
线下活动是否需要穿正装？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
线下活动的场地是否有空调？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
线下活动的场地是否有吸烟区？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
线下活动的场地是否允许拍照？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
线下活动的场地是否有紧急出口标识？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
线下活动的场地是否有行李寄存处？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
线下活动的场地是否有洗手间？位置在哪里？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
线下活动的场地是否有母婴室？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
线下活动的场地是否有电梯？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
线下活动的场地是否有导览图？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
线下活动的场地是否有广播系统？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
是否可以同时参加线上和线下活动？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
活动是否提供餐饮？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
是否需要准备笔和纸？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
活动是否有纪念品或周边产品？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
是否可以提前参观比赛场地？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
活动是否有医疗保障？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
是否可以带相机或摄影设备？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
活动是否有志愿者服务？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
是否可以申请成为活动志愿者？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
活动是否有媒体采访安排？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
是否可以申请活动赞助？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
活动是否有合作媒体？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
活动是否有年龄限制？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
活动是否有特殊饮食安排？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
活动结束后是否有后续活动？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
我需要找谁报名？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
报名的费用是多少？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
报名费用能否再优惠一些？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
报名后还能赠送其他权益吗？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
报名后还能赠送其他礼品吗？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
能不能便宜一些？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
能不能优惠一些？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
是在你这报名吗？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
我要报名,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
报名找谁？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
在你这可以报名吗？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
多个孩子报名有优惠吗？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
报名有什么好处？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
我是不是可以报名了？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
我是不是晋级了？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
我是不是获奖了？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
我可不可以报名？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
报名费是多少？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
如何报名？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
我为什么无法报名？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
在你这报名和平台报名有什么区别？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
报名后续如何安排？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
后续报名的是全国活动吗？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
后续活动的证书是哪里盖章？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
报名的人多吗？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
请问报名后参加后续活动还需要晋级吗？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
想了解一下是不是报名就能直接参加所有活动？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
报名成功后还需要筛选晋级吗？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
请问活动有没有晋级环节？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
参加完本次活动，后续还要比赛晋级吗？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
想知道晋级规则是怎样的？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
报名后是不是直接进入下一阶段？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
请问不晋级能参加后面的活动吗？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
晋级是必须的吗，还是自愿参与？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
孩子报名后，如何才能晋级？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
请问晋级标准是什么？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
想问问晋级结果什么时候出来？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
所有报名的孩子都有机会晋级吗？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
晋级后会有新的活动安排吗？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
请问晋级了还需要重新报名吗？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
不晋级的话还能继续参与吗？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
报名的话可以和全国小朋友一起参与活动吗？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
晋级是老师评选还是线上投票？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
报名后有没有直通资格，不用晋级？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
请问晋级比例大概是多少？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
后续活动必须晋级才能参加吗？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
想知道晋级后有什么不一样的权益？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
晋级失败还能再参加吗？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
请问晋级通知会在哪里发布？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
报名后是直接参与，还是要先晋级？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
晋级需要准备什么内容？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
请问晋级是按分数还是按表现？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
所有环节都要一轮一轮晋级吗？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
晋级后活动形式会变吗？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
想了解完整的晋级流程。,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
请问如果孩子这次晋级失败了怎么办？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
下一次活动孩子如果没晋级有证书吗,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
请问没晋级的孩子有纪念证书吗？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
请问城市预选没晋级的孩子会有通知吗？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
要是报名没选上的孩子还有其他安排吗？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
请问要是报名了晋级失败有鼓励奖或参与奖吗？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
下一场什么时候能知道晋级结果,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
要是下次活动孩子没晋级，接下来该怎么做？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
如果孩子晋级失败可以申请补考吗？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
请问这次线下活动会有媒体报道吗？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
想了解活动会不会被电视台或媒体采访？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
麻烦问一下活动有官方媒体宣传吗？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
活动现场会有媒体拍摄吗？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
请问有新闻平台报道本次活动吗？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
想知道活动结束后会有新闻推送吗？,诗词、讲好中国故事,1,(总)复选已晋级,预选赛晋级(总)
